"LaserVision Ambulatory Eye Surgery Unit, Greece",https://www.youtube.com/@Laservision07/videos,703,30
Cybersight,https://www.youtube.com/@Cybersight/videos?view=0&sort=dd&shelf_id=0,846,350
Ike Ahmed,https://www.youtube.com/@IkeAhmed/videos,177,120
Uday Devgan,https://www.youtube.com/@UdayDevgan/videos,2100,800
Dr. Pratyush Ranjan,https://www.youtube.com/@DrPratyushRanjan/videos,304,144
Akshay Gopinathan Nair,https://www.youtube.com/@akshaynair/videos,42,20
EyeTuber,https://www.youtube.com/@drmilindnaik/videos,79,30
Nishant Nawani,https://www.youtube.com/@nawani99/videos,131,100
oDocs Eye Care,https://www.youtube.com/@oDocsEyeCare/videos,121,60
Eyehub Vision care: Superspecialty for eye problem,https://www.youtube.com/@eyehubvisioncare/videos,26,4
Dr. Soosan Jacob,https://www.youtube.com/@DrSoosanJacob/videos,167,120
Dr Deepak Megur,https://www.youtube.com/@DrDeepakMegur/videos,475,400
Ric Caesar,https://www.youtube.com/@riccaesar/videos,79,30
Richard C. Allen MD PhD FACS,https://www.youtube.com/@oculosurg1,382,350
Eye Care With Ibrar Hussain,https://www.youtube.com/@eyecarewithibrarhussain1179/videos,44,25
Santosh Honavar,https://www.youtube.com/@Honavar/videos,56,7
Dr Manju Meena,https://www.youtube.com/@DrManjuMeena/videos,40,30
YOTube YOSI,https://www.youtube.com/@YoTubeYOTube/videos,240,14
Sourabh Patwardhan PhacoTips,https://www.youtube.com/@SourabhPatwardhanPhacoTips,2000,856
aioseditorproceedings,https://www.youtube.com/@aioseditorproceedings/videos,1600,100
D. Brian Kim MD,https://www.youtube.com/@DocBrianKimMD/videos,557,500
Ashvin Agarwal,https://www.youtube.com/@ashvinagarwal5931/videos,54,20
Aravind Eye Hospital Pondicherry - AUROTUBE,https://www.youtube.com/@aravindeyehospitalpondiche4518/videos,538,140
Eye Care With Ibrar Hussain,https://www.youtube.com/@eyecarewithibrarhussain1179/videos,44,25
FCI Ophthalmic Video Resource,https://www.youtube.com/@fciophth/videos,77,10
Kasturi Bhattacharjee,https://www.youtube.com/@kasturibhattacharjee369/videos,25,11
Guy Massry,https://www.youtube.com/@GuyMassry/videos,84,30
SOE - European Society of Ophthalmology,https://www.youtube.com/@SOEYOs/videos,107,5
iGlaucoma,https://www.youtube.com/@iGlaucoma/videos,113,92
Eyepodvideo,https://www.youtube.com/@Eyepodvideo/videos,39,30
mdglee,https://www.youtube.com/@mdglee/videos,101,40
Sohaib Mustafa,https://www.youtube.com/@sohaibmustafa1336/videos,73,65
Glaucoma-Surgery.org,https://www.youtube.com/@Glaucoma-Surgery/videos,189,100
ibrahim taşkın,https://www.youtube.com/@ibrahimtaskin80/videos,52,45
Oxford Eye Surgery,https://www.youtube.com/@oxfordeyesurgery4869/videos,22,10
Burkhard Dick,https://www.youtube.com/@LRCSBochum/videos,111,50
Ophthalmology Times,https://www.youtube.com/@OphthalmologyTimes/videos,606,200
Eye Surgery Ltd,https://www.youtube.com/@eyesurgeryltd9392/videos,36,12
Clinica Oculus Bucuresti,https://www.youtube.com/@clinicaoculusbucuresti7323/videos,325,250
RetinaResource,https://www.youtube.com/@RetinaResource/videos,494,100
Lukan Mishev,https://www.youtube.com/@LukanMishevFocuseyecente/videos,6500,1000
EYE Surgeon:,https://www.youtube.com/@EYESurgeon/videos,53,10
Dr Manish Nagpal,https://www.youtube.com/@DrManishNagpal/videos,165,150
Randall Wong,https://www.youtube.com/@RandallWongMD/videos,66,25
Ali Mearza,https://www.youtube.com/@LaserEyeSurgeon/videos,218,24
Dr Brendan Cronin,https://www.youtube.com/@drbrendancronin/videos,80,44
Prof. Dr. Tansu Erakgün,https://www.youtube.com/@prof.dr.tansuerakgun8366/videos,59,32
Eye Associates of South Texas,https://www.youtube.com/@EyeAssociatesofSouthTexas/videos,61,50
Slade & Baker Vision,https://www.youtube.com/@SladeBakerVisionCenterHouston/videos,50,20
Ophtec,https://www.youtube.com/@Ophtecbv/videos,210,52
Steven G. Safran,https://www.youtube.com/@StevenGSafran/videos,271,250
Parker Cornea,https://www.youtube.com/@ParkerCornea/videos,88,70
Prof. Dr. Şengül ÖZDEK,https://www.youtube.com/@prof.dr.sengulozdek2893/videos,54,16
Nova Eye Medical,https://www.youtube.com/@novaeyemedical3424,58,50
Malik Kahook,https://www.youtube.com/@malikkahook9368/videos,66,35
Prof.Venkatesh - Dr Suvira,https://www.youtube.com/@PhacoPoint/videos,652,610
Dr.Mohammad Khabbaz,https://www.youtube.com/@Dr.Mk86/videos,261,60
Ashraf Armia Eye Clinic,https://www.youtube.com/@AshrafArmiaEyeClinic/videos,85,24
Moran CORE,https://www.youtube.com/@Moran-CORE/videos,1100,40
Mhamed Yassin,https://www.youtube.com/@hammoodys/videos,72,44
Tarek Youssef,https://www.youtube.com/@taay007/videos,320,240
Rajesh Fogla,https://www.youtube.com/@drfogla/videos,175,150
Ophthalmology Eye Academy Mohamed Rashad,https://www.youtube.com/@ophthalmologyeyeacademy/videos,109,10
LJ Eye Institute,https://www.youtube.com/@LJEyeInstitute/videos,86,50
Dove Medical Press,https://www.youtube.com/@DoveMedicalPress/videos,2600,200
ReVision LASIK and Cataract Surger,https://www.youtube.com/@ReVisionAdvanced/videos,158,8
RetinaCoach,https://www.youtube.com/@RetinaCoach/videos,28,16
D.O.R.C International,https://www.youtube.com/@dorcglobal/videos,123,30
Custom Surgical,https://www.youtube.com/@CustomSurgical/videos,92,46
Instruisto,https://www.youtube.com/@Instruisto/videos,26,20
RheinVideo,https://www.youtube.com/@RheinVideoOphthalmology/videos,135,100
Conlon Eye Institute,https://www.youtube.com/@RonanConlon123/videos,52,8
Hunter Yuen,https://www.youtube.com/@hunteryuen/videos,75,8
Decision-Maker PLUS,https://www.youtube.com/@decision-makerplus5074/videos,137,10
IIRSI Conference,https://www.youtube.com/@iirsiconference4686/videos,252,80
sydltysonmdmph,https://www.youtube.com/@sydltysonmdmphsjeyeassociates/videos,29,4
David Goldblum,https://www.youtube.com/@goldblumeyesurgeon/videos,64,50
johnhova,https://www.youtube.com/@johnhova/videos,48,24
ReVision LASIK and Cataract Surgery,https://www.youtube.com/@ReVisionAdvanced/videos,158,10
Sasi Yaisawang MD FICO,https://www.youtube.com/@sasiyaisawangmdfico4706/videos,21,8
Matt Ward,https://www.youtube.com/@liquidditty/videos,73,52
Saad Alharbi,https://www.youtube.com/@DrSaadAlharbi/videos,102,72
Medifocus,https://www.youtube.com/@MedifocusOudHeverlee/videos,30,7
Reza Razeghinejad,https://www.youtube.com/@rezarazeghinejad9904/videos,46,32
Leonardo Torquetti,https://www.youtube.com/@LeonardoTorquetti/videos,109,80
Jan Bond Chan,https://www.youtube.com/@janbondchan9471/videos,43,32
Ziemergroup,https://www.youtube.com/@ZiemerOphthalmicSystems/videos,86,12
SudhirEyeCoach,https://www.youtube.com/@drsudhir1970/videos,260,130
Očesni center Irman,https://www.youtube.com/@irman/videos,23,8
The Ophthalmologist,https://www.youtube.com/@OphthoMag/videos,284,50
mnfOphth,https://www.youtube.com/@mnfOphth/videos,72,8
Augenklinik Sulzbach,https://www.youtube.com/@AugenklinikSulzbachProfDrmedPe/videos,56,12
Adrian Gavanescu,https://www.youtube.com/@Eyes-Aid.Com_eyes-aid.com_/videos,211,180
Dr Eye Surgery,https://www.youtube.com/@dreyesurgery1369/videos,54,45
Paul Singh,https://www.youtube.com/@paulsingh4976/videos,86,40
Moria Surgical,https://www.youtube.com/@MoriaSurgical/videos,120,16
Ahmad A. Aref,https://www.youtube.com/@AhmadAref-ChicagoEyeSurg/videos,26,15
MIGS.org,https://www.youtube.com/@MIGSorg/videos,78,55
Dr. Sonu Goel Anand eye hospital,https://www.youtube.com/@dr.sonugoelanandeyehospita4943/videos,69,36
IJO Videos,https://www.youtube.com/@IJOVideos/videos,118,12
Steven Cohen,https://www.youtube.com/@scohen125/videos,96,40
Med X Change,https://www.youtube.com/@MedXChange/videos,79,24
Oertli Instrumente AG,https://www.youtube.com/@OertliInstrumenteAG/videos,211,50
Ulrich Spandau,https://www.youtube.com/@ulrichspandau/videos,590,400
Federico Di Tizio,https://www.youtube.com/@federicoditizio/videos,34,25
Sergio Bonafonte,https://www.youtube.com/@DrBonafonteOphth/videos,423,100
Dr.Partha Biswas,https://www.youtube.com/@courtmartialophthal/videos,33,28
Lukan Mishev,https://www.youtube.com/@LukanMishevFocuseyecente/videos,6500,1500
Dr T Neuhann,https://www.youtube.com/@DocToby1/videos,33,16
Didier Ducournau,https://www.youtube.com/@didierducournau3576/videos,75,8
Innova Ocular,https://www.youtube.com/@InnovaOcularIOAMadrid/videos,193,80
Dr. Deependra Singh,https://www.youtube.com/@DrDeependraSinghMD/videos,58,42
Jay Prensky,https://www.youtube.com/@JayPrensky/videos,51,40
mumbai eye retina clinic,https://www.youtube.com/@mumbaieyeretinaclinic/videos,43,8
Dr.Arup Chakrabarti,https://www.youtube.com/@arupeye/videos,117,52
Gerardo Garcia,https://www.youtube.com/@jggaretina/videos,21,16
Neto Rosatelli,https://www.youtube.com/@NetoRosatelli/videos,500,490
Dr Ramakrishna Tadanki,https://www.youtube.com/@drtadanki/videos,424,400
Mario Romano,https://www.youtube.com/@marioromano6052/videos,65,30
Volk Optical,https://www.youtube.com/@volkoptical2731/videos,68,10
Miromax42,https://www.youtube.com/@Miromax42/videos,51,36
Advanced Eye Hospital and Institute,https://www.youtube.com/@Advancedeyehospital/videos,100,10
Prashant Kumar,https://www.youtube.com/@Dr.Prashant-AIIMS,28,16
Retina surgery simplified,https://www.youtube.com/@retinasurgerysimplified,515,450
Dr. Rishi Singh,https://www.youtube.com/@dr.rishisingh7148/videos,21,16
Retina and cataract Musha M,https://www.youtube.com/@retinaandcataractmusham6865/videos,100,48
Prof. Amer Awan,https://www.youtube.com/@prof.amerawan/videos,71,60
Asmaa Shuaib - Opthalmology,https://www.youtube.com/@asmaashuaib-opthalmology9660/videos,67,32
"DR. RAJKUMAR , RETINA DEPTT. AHALIA PALAKKAD",https://www.youtube.com/@dr.rajkumarretinadeptt.aha3004/videos,108,100
Vision Outreach and Global Sight Videos,https://www.youtube.com/@visionoutreachandglobalsig3687/videos,153,24
OftalmologiaAbc,https://www.youtube.com/@OftalmologiaAbc/videos,85,40
Lions Eye Operation,https://www.youtube.com/@lionseyeoperation/videos,275,150
Dr Rohit Rao,https://www.youtube.com/@DrRohit999/videos,23,3
LJ Eye Institute,https://www.youtube.com/@LJEyeInstitute/videos,86,30
DEVAPRASAD.G,https://www.youtube.com/@brandedgene/videos,33,20
sunil thangaraj,https://www.youtube.com/@sunilthangaraj8671/videos,726,700
Dr. Manbir Singh,https://www.youtube.com/@dr.manbirsingh3357/videos,99,64
Mohamed Saad,https://www.youtube.com/@saudia2001/videos,251,7
ilker Bicer,https://www.youtube.com/@ilkerbicerdr/videos,25,16
John Kitchens,https://www.youtube.com/@retinaky/videos,105,16
dr ramesh dorairajan,https://www.youtube.com/@rameshdorairajan/videos,122,84
Jason Jones,https://www.youtube.com/@phacomd/videos,69,60
"Dr Suresh K Pandey, SuVi Eye Institute, Kota, India",https://www.youtube.com/@Drsureshkpandey/videos,923,190
Ophtec,https://www.youtube.com/@Ophtecbv/videos,210,50
Dr.Arup Chakrabarti,https://www.youtube.com/@arupeye/videos,117,30
Dr.Arup Chakrabarti,https://www.youtube.com/@GimbelLibrary/videos,232,200
Khaled Abdelgalil Shalaby,https://www.youtube.com/@kagretina/videos,97,80
mafdezr,https://www.youtube.com/@mafdezr/videos,48,36
Phaco Mentors,https://www.youtube.com/@PhacoMentors/videos,105,12
Casin,https://www.youtube.com/@casin7140/videos,36,4
Takashi Hida,https://www.youtube.com/@takashihida9903,52,12
Dr Rami Shasha,https://www.youtube.com/@RamiAboShasha/videos,295,200
tom oetting,https://www.youtube.com/@oettingt/videos,55,40
OftalTech TV,https://www.youtube.com/@OftaltechTV/videos,180,80
ASICOLLC,https://www.youtube.com/@ASICOLLC/videos,116,60
Dr swarup reddy,https://www.youtube.com/@drswarupreddy/videos,156,150
Dr Vaibhav Awatade,https://www.youtube.com/@drvaibhavawatade6171,421,370
Dean Ouano,https://www.youtube.com/@deanouano7759/videos,55,40
Fraser Valley Cataract & Laser,https://www.youtube.com/@fraservalleycataractlaser9178/videos,39,8
"Asian Eye Institute, Mumbai",https://www.youtube.com/@AsianEyeHospital/videos,1300,44
Sharp Sight Eye Hospitals,https://www.youtube.com/@SharpSight/videos,540,20
Brandon Ayres,https://www.youtube.com/@brandonayres/videos,118,88
AlanCarlsonMD Eye Surgery,https://www.youtube.com/@DukeEyeSurgery/videos,82,56
Dr.M.S. Ravindra,https://www.youtube.com/@drmsravindra,217,140
